"Report Period","Cert/ID","Institution Name","City","State","Class","Total Assets","Total Domestic Deposits"
"20141231","57053","SIGNATURE BANK","NEW YORK","NY","NM","27318640","22621783"
"20141231","34968","BANCO POPULAR DE PUERTO RICO","HATO REY","PR","SM","27091000","21182000"
"20141231","873","SYNOVUS BANK","COLUMBUS","GA","NM","26777424","21774216"
"20141231","5296","ASSOCIATED BANK, NATIONAL ASSOCIATION","GREEN BAY","WI","N","26653631","19287774"
"20141231","25178","BANK OF AMERICA CALIFORNIA, NATIONAL ASSOCIATION","SAN FRANCISCO","CA","N","26261000","19974000"
"20141231","4977","FIRST TENNESSEE BANK, NATIONAL ASSOCIATION","MEMPHIS","TN","N","25462316","18246167"
"20141231","57203","BARCLAYS BANK DELAWARE","WILMINGTON","DE","NM","25012724","15875347"
"20141231","13675","FIRSTMERIT BANK, NATIONAL ASSOCIATION","AKRON","OH","N","24884993","19654934"
"20141231","24998","COMMERCE BANK","KANSAS CITY","MO","SM","23881169","19478936"
"20141231","17266","UMPQUA BANK","ROSEBURG","OR","NM","22612839","17003745"
"20141231","33778","GE CAPITAL BANK","SALT LAKE CITY","UT","NM","22595695","17911861"
"20141231","18221","WEBSTER BANK, NATIONAL ASSOCIATION","WATERBURY","CT","N","22513012","15872425"
"20141231","58978","ONEWEST BANK, NATIONAL ASSOCIATION","PASADENA","CA","N","21815228","14265269"
"20141231","34775","EVERBANK","JACKSONVILLE","FL","SB","21610491","15584054"
"20141231","11063","FIRST-CITIZENS BANK & TRUST COMPANY","RALEIGH","NC","NM","21553919","18373805"
"20141231","16835","PROSPERITY BANK","EL CAMPO","TX","NM","21504119","17724450"
"20141231","35575","CIT BANK","SALT LAKE CITY","UT","NM","21116014","15877944"
"20141231","7946","BNY MELLON, NATIONAL ASSOCIATION","PITTSBURGH","PA","N","20938997","15226413"
"20141231","12441","WHITNEY BANK","GULFPORT","MS","NM","20632572","16138649"
"20141231","28330","TCF NATIONAL BANK","SIOUX FALLS","SD","N","19425092","15626386"
"20141231","2270","ZIONS FIRST NATIONAL BANK","SALT LAKE CITY","UT","N","19078815","16632815"
"20141231","58979","BANKUNITED, NATIONAL ASSOCIATION","MIAMI LAKES","FL","N","19061584","13718514"
"20141231","9396","VALLEY NATIONAL BANK","PASSAIC","NJ","N","18782324","14112279"
"20141231","28892","INVESTORS BANK","SHORT HILLS","NJ","SI","18704433","13270808"
"20141231","7579","SUSQUEHANNA BANK","LITITZ","PA","SM","18513349","13775306"
"20141231","17985","FIRST HAWAIIAN BANK","HONOLULU","HI","NM","18117858","13557607"
"20141231","58656","SCOTTRADE BANK","SAINT LOUIS","MO","SB","17735467","16275580"
"20141231","5452","FIRST NATIONAL BANK OF OMAHA","OMAHA","NE","N","17377985","14548566"
"20141231","8273","UMB BANK, NATIONAL ASSOCIATION","KANSAS CITY","MO","N","17212558","13760481"
"20141231","33947","TD BANK USA, NATIONAL ASSOCIATION","WILMINGTON","DE","N","17061688","15569034"
"20141231","34617","STATE FARM BANK, F.S.B.","BLOOMINGTON","IL","SB","16808214","10529223"
"20141231","24045","PACIFIC WESTERN BANK","LOS ANGELES","CA","NM","15997619","12086606"
"20141231","7888","FIRST NATIONAL BANK OF PENNSYLVANIA","GREENVILLE","PA","N","15961183","11520469"
"20141231","34383","TEXAS CAPITAL BANK, NATIONAL ASSOCIATION","DALLAS","TX","N","15892596","12536908"
"20141231","28100","IBERIABANK","LAFAYETTE","LA","SM","15675477","12558662"
"20141231","33306","THE PRIVATEBANK AND TRUST COMPANY","CHICAGO","IL","NM","15574465","13272816"
"20141231","29805","ASTORIA BANK","LONG ISLAND CITY","NY","SB","15566166","9688286"
"20141231","23364","RABOBANK, NATIONAL ASSOCIATION","ROSEVILLE","CA","N","15154000","11941000"
"20141231","8728","ARVEST BANK","FAYETTEVILLE","AR","SM","14944176","12717083"
"20141231","18053","BANK OF HAWAII","HONOLULU","HI","SM","14832459","11876434"
"20141231","3628","MB FINANCIAL BANK, NATIONAL ASSOCIATION","CHICAGO","IL","N","14571350","11023036"
"20141231","18714","FIRSTBANK","LAKEWOOD","CO","SM","14495013","13110437"
"20141231","28088","WASHINGTON FEDERAL, NATIONAL ASSOCIATION","SEATTLE","WA","N","14493978","10596637"
"20141231","24107","AMEGY BANK NATIONAL ASSOCIATION","HOUSTON","TX","N","13888144","11162775"
"20141231","33893","RAYMOND JAMES BANK, NATIONAL ASSOCIATION","SAINT PETERSBURG","FL","N","13563392","11449893"
"20141231","11813","BANCORPSOUTH BANK","TUPELO","MS","NM","13314758","11066438"
"20141231","58177","SALLIE MAE BANK","SALT LAKE CITY","UT","NM","12810597","11256934"
"20141231","30387","FIRSTBANK PUERTO RICO","SANTURCE","PR","NM","12711348","9342123"
"20141231","4988","TRUSTMARK NATIONAL BANK","JACKSON","MS","N","12248532","9716779"
"20141231","30012","THIRD FEDERAL SAVINGS AND LOAN ASSOCIATION OF CLEVELAND","CLEVELAND","OH","SB","12036491","8711756"
"20141231","16068","APPLE BANK FOR SAVINGS","MANHASSET","NY","SI","11659371","10521610"
"20141231","3832","OLD NATIONAL BANK","EVANSVILLE","IN","N","11501978","8669393"
"20141231","18503","CATHAY BANK","LOS ANGELES","CA","NM","11488897","8478910"
"20141231","20852","CALIFORNIA BANK & TRUST","SAN DIEGO","CA","NM","11340164","9707112"
"20141231","57512","WESTERN ALLIANCE BANK","PHOENIX","AZ","NM","10476408","8942880"
"20141231","35141","BMW BANK OF NORTH AMERICA","SALT LAKE CITY","UT","NM","9948711","5845624"
"20141231","19629","INTERNATIONAL BANK OF COMMERCE","LAREDO","TX","NM","9892151","6904521"
"20141231","19977","ISRAEL DISCOUNT BANK OF NEW YORK","NEW YORK","NY","NM","9783466","5868614"
"20141231","4063","MIDFIRST BANK","OKLAHOMA CITY","OK","SB","9781238","5862409"
"20141231","32541","FLAGSTAR BANK, FSB","TROY","MI","SB","9779461","7310377"
"20141231","15289","GREAT WESTERN BANK","WATERTOWN","SD","NM","9636848","7243985"
"20141231","7414","NATIONAL PENN BANK","ALLENTOWN","PA","N","9525061","6827848"
"20141231","7551","FULTON BANK, NATIONAL ASSOCIATION","LANCASTER","PA","N","9499104","7244996"
"20141231","5146","WELLS FARGO BANK SOUTH CENTRAL, NATIONAL ASSOCIATION","HOUSTON","TX","N","9493324","8246625"
"20141231","32773","EASTERN BANK","BOSTON","MA","NM","9478925","7821000"
"20141231","3709","FIRST MIDWEST BANK","ITASCA","IL","SM","9314575","7933652"
"20141231","12923","BREMER BANK, NATIONAL ASSOCIATION","SAINT PAUL","MN","N","9158286","7351523"
"20141231","27499","COMENITY BANK","WILMINGTON","DE","NM","9149194","2732677"
"20141231","27981","CAPITOL FEDERAL SAVINGS BANK","TOPEKA","KS","SB","9070573","4849071"
"20141231","13718","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION","OGDEN","UT","N","9066813","7674051"
"20141231","33686","BANK HAPOALIM B.M.","NEW YORK","NY","OI","9010079","2210960"
"20141231","33681","BANK OF BARODA","NEW YORK","NY","OI","8764444","5555540"
"20141231","17491","PLAINSCAPITAL BANK","DALLAS","TX","SM","8685931","6417320"
"20141231","1105","FIRST INTERSTATE BANK","BILLINGS","MT","SM","8576299","7007313"
"20141231","33826","COLUMBIA STATE BANK","TACOMA","WA","NM","8574401","6951411"
"20141231","12010","THE PROVIDENT BANK","JERSEY CITY","NJ","SI","8523228","5824646"
"20141231","15504","FIRST CITIZENS BANK AND TRUST COMPANY, INC.","COLUMBIA","SC","NM","8346821","7361825"
"20141231","30788","GLACIER BANK","KALISPELL","MT","NM","8288508","6400364"
"20141231","4999","CADENCE BANK, N.A.","BIRMINGHAM","AL","N","7925450","6601309"
"20141231","22953","MERCANTIL COMMERCEBANK, NATIONAL ASSOCIATION","CORAL GABLES","FL","N","7903578","6318376"
"20141231","33682","STATE BANK OF INDIA","NEW YORK","NY","OI","7890263","6011462"
"20141231","13425","SOUTH STATE BANK","COLUMBIA","SC","NM","7827707","6473170"
"20141231","28178","NORTHWEST SAVINGS BANK","WARREN","PA","SI","7800433","5794447"
"20141231","7230","NBT BANK, NATIONAL ASSOCIATION","NORWICH","NY","N","7726299","6321787"
"20141231","16889","UNITED COMMUNITY BANK","BLAIRSVILLE","GA","NM","7530159","6360101"
"20141231","6989","COMMUNITY BANK, NATIONAL ASSOCIATION","CANTON","NY","N","7461279","6053118"
"20141231","31469","ORIENTAL BANK","SAN JUAN","PR","NM","7408665","4930562"
"20141231","30337","STERLING NATIONAL BANK","MONTEBELLO","NY","N","7391614","5236972"
"20141231","11241","CENTENNIAL BANK","CONWAY","AR","SM","7384532","5482692"
"20141231","21716","CITIZENS BUSINESS BANK","ONTARIO","CA","NM","7372382","5618190"
"20141231","22858","UNITED BANK","FAIRFAX","VA","SM","7333356","4782011"
"20141231","34589","UNION FIRST MARKET BANK","RICHMOND","VA","SM","7333085","5649009"
"20141231","1003","CHEMICAL BANK","MIDLAND","MI","SM","7312796","6124791"
"20141231","6600","FIRST FINANCIAL BANK, NATIONAL ASSOCIATION","HAMILTON","OH","N","7197993","5710926"
"20141231","26610","BBCN BANK","LOS ANGELES","CA","NM","7135461","5702959"
"20141231","32245","DOLLAR BANK, FEDERAL SAVINGS BANK","PITTSBURGH","PA","SB","6984312","5462209"
"20141231","6653","THE PARK NATIONAL BANK","NEWARK","OH","N","6914758","5222765"
"20141231","59049","CAPITAL BANK, NATIONAL ASSOCIATION","CORAL GABLES","FL","N","6830545","5311961"
"20141231","34444","CUSTOMERS BANK","PHOENIXVILLE","PA","SM","6795021","4550080"
"20141231","110","BANK OF THE OZARKS","LITTLE ROCK","AR","NM","6760879","5519450"
"20141231","32325","MUTUAL OF OMAHA BANK","OMAHA","NE","SB","6625772","5360332"
"20141231","24811","BOSTON PRIVATE BANK & TRUST COMPANY","BOSTON","MA","NM","6615263","5514583"
"20141231","27476","BANCFIRST","OKLAHOMA CITY","OK","NM","6557187","5946285"
"20141231","27389","WELLS FARGO FINANCIAL NATIONAL BANK","LAS VEGAS","NV","N","6541389","2697"
"20141231","23621","BERKSHIRE BANK","PITTSFIELD","MA","NM","6476905","4691557"
"20141231","9712","ROCKLAND TRUST COMPANY","ROCKLAND","MA","NM","6364570","5276224"
"20141231","7468","FIRST COMMONWEALTH BANK","INDIANA","PA","NM","6337630","4326370"
"20141231","12054","EMIGRANT BANK","NEW YORK","NY","SI","6313603","4536203"
"20141231","803","WESBANCO BANK, INC.","WHEELING","WV","NM","6279214","5049907"
"20141231","33648","BANK OF INDIA","NEW YORK","NY","OI","6266005","4941271"
"20141231","34710","NATIONWIDE BANK","COLUMBUS","OH","SB","6265793","4851133"
"20141231","26876","SAFRA NATIONAL BANK OF NEW YORK","NEW YORK","NY","N","6218149","4647774"
"20141231","58729","JPMORGAN BANK AND TRUST COMPANY, NATIONAL ASSOCIATION","SAN FRANCISCO","CA","N","6144071","25172"
"20141231","35583","PINNACLE BANK","NASHVILLE","TN","NM","5997867","4819921"
"20141231","35498","BANC OF CALIFORNIA, NATIONAL ASSOCIATION","IRVINE","CA","N","5958502","4710939"
"20141231","21843","MIZUHO BANK (USA)","NEW YORK","NY","SM","5937024","2716257"
"20141231","32102","DORAL BANK","SAN JUAN","PR","NM","5898515","4097734"
"20141231","12229","FIRST BANK","CREVE COEUR","MO","SM","5850940","4871194"
"20141231","58991","FLORIDA COMMUNITY BANK, NATIONAL ASSOCIATION","WESTON","FL","N","5833874","4009095"
"20141231","3066","FIRST FINANCIAL BANK, NATIONAL ASSOCIATION","ABILENE","TX","N","5816065","4826108"
"20141231","4365","FIRST MERCHANTS BANK NATIONAL ASSOCIATION","MUNCIE","IN","N","5801944","4676055"
"20141231","57833","BEAL BANK USA","LAS VEGAS","NV","NM","5793451","2743420"
"20141231","12437","RENASANT BANK","TUPELO","MS","NM","5785742","4846371"
"20141231","1225","FARMERS AND MERCHANTS BANK OF LONG BEACH","LONG BEACH","CA","SM","5581239","4200274"
"20141231","32526","AMERICAN SAVINGS BANK, FSB","HONOLULU","HI","SB","5565241","4661775"
"20141231","20828","BANCO SANTANDER PUERTO RICO","SAN JUAN","PR","NM","5538290","4535535"
"20141231","34967","BANCO POPULAR NORTH AMERICA","NEW YORK","NY","SM","5503571","3458931"
"20141231","18203","UNITED BANK","VERNON ROCKVILLE","CT","SI","5477328","4102618"
"20141231","6784","UNITED BANK","PARKERSBURG","WV","SM","5424901","4307611"
"20141231","20234","CITY NATIONAL BANK OF FLORIDA","MIAMI","FL","N","5353359","4159160"
"20141231","57311","STIFEL BANK AND TRUST","SAINT LOUIS","MO","SM","5244310","4797060"
"20141231","34742","EAGLEBANK","BETHESDA","MD","SM","5230016","4357179"
"20141231","19842","BANK LEUMI USA","NEW YORK","NY","NM","5202709","4327916"
"20141231","35546","BOFI FEDERAL BANK","SAN DIEGO","CA","SB","5190392","4008459"
"20141231","16026","RIDGEWOOD SAVINGS BANK","RIDGEWOOD","NY","SI","5087405","3923752"
"20141231","33806","OPUS BANK","IRVINE","CA","NM","5085649","3799364"
"20141231","58564","FLUSHING BANK","FLUSHING","NY","NM","5082661","3515586"
"20141231","58132","TALMER BANK AND TRUST","TROY","MI","NM","5045286","3903482"
"20141231","3430","WESTAMERICA BANK","SAN RAFAEL","CA","SM","4995062","4351792"
"20141231","35095","TOWNE BANK","PORTSMOUTH","VA","NM","4982485","3867042"
"20141231","35444","THE BANCORP BANK","WILMINGTON","DE","NM","4973974","4628134"
"20141231","4799","INTRUST BANK, NATIONAL ASSOCIATION","WICHITA","KS","N","4950396","3585651"
"20141231","11124","S&T BANK","INDIANA","PA","NM","4944773","3946870"
"20141231","57079","WORLD'S FOREMOST BANK","SIDNEY","NE","NM","4913482","815847"
"20141231","17838","WILMINGTON SAVINGS FUND SOCIETY, FSB","WILMINGTON","DE","SB","4849015","3704764"
"20141231","17308","CENTRAL PACIFIC BANK","HONOLULU","HI","NM","4826837","4132955"
"20141231","22946","SCOTIABANK DE PUERTO RICO","SAN JUAN","PR","NM","4823553","3576682"
"20141231","9087","1ST SOURCE BANK","SOUTH BEND","IN","SM","4815555","3803365"
"20141231","59052","NBH BANK, NATIONAL ASSOCIATION","KANSAS CITY","MO","N","4800524","3889332"
"20141231","18297","SOUTHSIDE BANK","TYLER","TX","NM","4798372","3386128"
"20141231","20626","NATIONAL BANK OF ARIZONA","TUCSON","AZ","N","4770870","4132917"
"20141231","1281","WASHINGTON TRUST BANK","SPOKANE","WA","NM","4767725","4090761"
"20141231","15697","BENEFICIAL MUTUAL SAVINGS BANK","PHILADELPHIA","PA","SI","4744679","3899996"
"20141231","28834","COLUMBIA BANK","FAIR LAWN","NJ","SB","4673068","3471709"
"20141231","31945","TRUSTCO BANK","GLENVILLE","NY","SB","4643460","4032254"
"20141231","3890","SIMMONS FIRST NATIONAL BANK","PINE BLUFF","AR","N","4633578","3879132"
"20141231","58596","CARTER BANK & TRUST","MARTINSVILLE","VA","NM","4629941","4213957"
"20141231","5633","FIRST SECURITY BANK","SEARCY","AR","NM","4626323","3438877"
"20141231","21837","SABADELL UNITED BANK, NATIONAL ASSOCIATION","MIAMI","FL","N","4605891","3594456"
"20141231","23220","WOODFOREST NATIONAL BANK","THE WOODLANDS","TX","N","4519923","4056950"
"20141231","28489","BANNER BANK","WALLA WALLA","WA","NM","4483767","3740337"
"20141231","16012","THE DIME SVGS. BANK OF WILLIAMSBURGH","BROOKLYN","NY","SI","4480563","2809871"
"20141231","4865","SANDY SPRING BANK","OLNEY","MD","SM","4394299","3074466"
"20141231","32749","NEW YORK COMMERCIAL BANK","WESTBURY","NY","NM","4349529","2635479"
"20141231","19861","YADKIN BANK","STATESVILLE","NC","NM","4260974","3250190"
"20141231","24170","HANMI BANK","LOS ANGELES","CA","SM","4230522","3575435"
"20141231","22441","AMERICANWEST BANK","SPOKANE","WA","NM","4201859","3297988"
"20141231","58006","VIEWPOINT BANK, NATIONAL ASSOCIATION","PLANO","TX","N","4162328","2728657"
"20141231","90183","MIDDLESEX SAVINGS BANK","NATICK","MA","SI","4156678","3596773"
"20141231","23301","WILSHIRE BANK","LOS ANGELES","CA","NM","4149966","3416564"
"20141231","3076","INDEPENDENT BANK","MCKINNEY","TX","NM","4127466","3255371"
"20141231","57993","SERVISFIRST BANK","BIRMINGHAM","AL","NM","4098628","3459771"
"20141231","18113","NEVADA STATE BANK","LAS VEGAS","NV","NM","4096987","3689897"
"20141231","33527","BANK OF NORTH CAROLINA","THOMASVILLE","NC","NM","4069900","3406113"
"20141231","20504","AMERIS BANK","MOULTRIE","GA","NM","4040577","3432017"
"20141231","10634","PINNACLE BANK","LINCOLN","NE","NM","4037913","3458072"
"20141231","32178","LUTHER BURBANK SAVINGS","SANTA ROSA","CA","SB","3983776","3184472"
"20141231","29546","GREAT SOUTHERN BANK","REEDS SPRING","MO","NM","3951538","3059640"
"20141231","20296","JOHNSON BANK","RACINE","WI","SM","3918466","3249040"
"20141231","21943","TRI COUNTIES BANK","CHICO","CA","NM","3914555","3382653"
"20141231","14531","AMARILLO NATIONAL BANK","AMARILLO","TX","N","3891248","3311918"
"20141231","17943","LIBERTY BANK","MIDDLETOWN","CT","SI","3816965","2829000"
"20141231","33555","CENTERSTATE BANK OF FLORIDA, NATIONAL ASSOCIATION","WINTER HAVEN","FL","N","3765711","3094854"
"20141231","23627","REPUBLIC BANK & TRUST COMPANY","LOUISVILLE","KY","NM","3742760","2192178"
"20141231","58302","FIRST NBC BANK","NEW ORLEANS","LA","NM","3719547","3140317"
"20141231","12614","COMMUNITY TRUST BANK","CHOUDRANT","LA","SM","3713197","3093125"
"20141231","622","AMALGAMATED BANK","NEW YORK","NY","NM","3706802","2523816"
"20141231","2720","COMMUNITY TRUST BANK, INC.","PIKEVILLE","KY","SM","3699771","2882344"
"20141231","23296","SALEM FIVE CENTS SAVINGS BANK","SALEM","MA","SI","3625139","2694446"
"20141231","19943","CENTURY BANK AND TRUST COMPANY","SOMERVILLE","MA","NM","3616345","2745265"
"20141231","16450","BUSEY BANK","CHAMPAIGN","IL","NM","3603427","2962382"
"20141231","24315","COMMUNITY BANK","PASADENA","CA","NM","3585719","2596790"
"20141231","23623","THE WASHINGTON TRUST COMPANY, OF WESTERLY","WESTERLY","RI","NM","3584425","2757829"
"20141231","17798","BROOKLINE BANK","BROOKLINE","MA","SM","3571225","2406887"
"20141231","28765","KEARNY FEDERAL SAVINGS BANK","KEARNY","NJ","SB","3544300","2489683"
"20141231","19953","LAKELAND BANK","NEWFOUNDLAND","NJ","NM","3532514","2802777"
"20141231","32489","HOMESTREET BANK","SEATTLE","WA","SI","3513885","2457419"
"20141231","27614","FULTON BANK OF NEW JERSEY","MOUNT LAUREL","NJ","NM","3473695","2908097"
"20141231","29012","HERITAGE BANK","OLYMPIA","WA","NM","3456887","2927836"
"20141231","57919","CONNECTONE BANK","ENGLEWOOD CLIFFS","NJ","NM","3446273","2476153"
"20141231","17735","CITY NATIONAL BANK OF WEST VIRGINIA","CHARLESTON","WV","N","3445809","2884671"
"20141231","57408","OPTUM BANK, INC.","SALT LAKE CITY","UT","NM","3433968","2568556"
"20141231","13102","LAKE CITY BANK","WARSAW","IN","SM","3427475","2873546"
"20141231","3657","FIRST AMERICAN BANK","ELK GROVE VILLAG","IL","NM","3407081","2390700"
"20141231","59010","COMMUNITY & SOUTHERN BANK","ATLANTA","GA","NM","3399089","2881026"
"20141231","1768","MECHANICS BANK","RICHMOND","CA","NM","3370491","2933445"
"20141231","34733","CARDINAL BANK","MCLEAN","VA","NM","3362800","2558052"
"20141231","16130","FIRST NATIONAL BANK ALASKA","ANCHORAGE","AK","N","3312586","2203648"
"20141231","19581","BELL STATE BANK & TRUST","FARGO","ND","NM","3271040","2880854"
"20141231","27237","ENTERPRISE BANK & TRUST","CLAYTON","MO","NM","3257878","2509542"
"20141231","15019","FIRST BANK","SOUTHERN PINES","NC","NM","3217774","2701217"
"20141231","24156","OCEAN BANK","MIAMI","FL","NM","3217738","2789824"
"20141231","28866","ORITANI BANK","TOWNSHIP OF WASH","NJ","SI","3213995","1813626"
"20141231","15797","BROADWAY NATIONAL BANK","SAN ANTONIO","TX","N","3208577","2693366"
"20141231","33510","EAST BOSTON SAVINGS BANK","BOSTON","MA","SI","3137950","2516724"
"20141231","20693","HUDSON VALLEY BANK, NATIONAL ASSOCIATION","YONKERS","NY","N","3131896","2782041"
"20141231","953","BANKERS TRUST COMPANY","DES MOINES","IA","NM","3127087","2349366"
"20141231","5766","MAINSOURCE BANK","GREENSBURG","IN","NM","3124382","2473904"
"20141231","18408","BANGOR SAVINGS BANK","BANGOR","ME","SI","3110609","2256699"
"20141231","58021","SQUARE 1 BANK","DURHAM","NC","NM","3096286","2786475"
"20141231","131","SEACOAST NATIONAL BANK","STUART","FL","N","3093602","2416526"
"20141231","21440","FIDELITY BANK","ATLANTA","GA","NM","3083087","2465530"
"20141231","58427","USAMERIBANK","CLEARWATER","FL","SM","3075790","2554332"
"20141231","33935","WINTRUST BANK","CHICAGO","IL","SM","3071357","2684705"
"20141231","26342","RBC BANK, (GEORGIA) NATIONAL ASSOCIATION","ATLANTA","GA","N","3067332","2798207"
"20141231","659","FIVE STAR BANK","WARSAW","NY","SM","3065109","2457199"
"20141231","13421","UNION BANK AND TRUST COMPANY","LINCOLN","NE","NM","3040462","2424423"
"20141231","22683","COBIZ BANK","DENVER","CO","SM","3025107","2518077"
"20141231","28710","NORTHFIELD BANK","STATEN ISLAND","NY","SB","3018172","1682605"
"20141231","16191","STOCKMAN BANK OF MONTANA","MILES CITY","MT","NM","3016833","2254054"
"20141231","2993","VECTRA BANK COLORADO, NATIONAL ASSOCIATION","FARMINGTON","NM","N","2998792","2591197"
"20141231","26255","METRO BANK","LEMOYNE","PA","NM","2997593","2399684"
"20141231","57570","COMENITY CAPITAL BANK","SALT LAKE CITY","UT","NM","2947530","2085532"
"20141231","4382","FIRST FINANCIAL BANK, NATIONAL ASSOCIATION","TERRE HAUTE","IN","N","2904575","2409597"
"20141231","57870","STATE BANK AND TRUST COMPANY","MACON","GA","NM","2880380","2477289"
"20141231","34598","MERCANTILE BANK OF MICHIGAN","GRAND RAPIDS","MI","NM","2873028","2278356"
"20141231","18429","MORTON COMMUNITY BANK","MORTON","IL","SM","2857859","2290375"
"20141231","17870","CAMBRIDGE SAVINGS BANK","CAMBRIDGE","MA","SI","2834539","2170565"
