"Report Period","Cert/ID","Institution Name","City","State","Class","Total Assets","Total Domestic Deposits"
"20151231","16022","NEW YORK COMMUNITY BANK","WESTBURY","NY","SI","46472436","26044322"
"20151231","24735","SILICON VALLEY BANK","SANTA CLARA","CA","SM","44055239","36628274"
"20151231","58978","CIT BANK, NATIONAL ASSOCIATION","PASADENA","CA","N","43799710","32881576"
"20151231","34221","MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIATION","PURCHASE","NY","N","42042000","36270000"
"20151231","16004","FIRST NIAGARA BANK, NATIONAL ASSOCIATION","BUFFALO","NY","N","39860456","29212523"
"20151231","27334","PEOPLE'S UNITED BANK, NATIONAL ASSOCIATION","BRIDGEPORT","CT","N","38450416","28600706"
"20151231","27471","AMERICAN EXPRESS CENTURION BANK","SALT LAKE CITY","UT","NM","36524172","18728946"
"20151231","17281","CITY NATIONAL BANK","LOS ANGELES","CA","N","35716797","30666421"
"20151231","57282","CITIZENS BANK OF PENNSYLVANIA","PHILADELPHIA","PA","SI","35170905","28352219"
"20151231","57053","SIGNATURE BANK","NEW YORK","NY","NM","33450545","26774813"
"20151231","30746","E*TRADE BANK","ARLINGTON","VA","SB","33359802","29858717"
"20151231","31628","EAST WEST BANK","PASADENA","CA","SM","32243782","26428747"
"20151231","11063","FIRST-CITIZENS BANK & TRUST COMPANY","RALEIGH","NC","NM","31373540","26968861"
"20151231","4214","BOKF, NATIONAL ASSOCIATION","TULSA","OK","N","31272894","21401627"
"20151231","5510","FROST BANK","SAN ANTONIO","TX","SM","28595564","24396006"
"20151231","873","SYNOVUS BANK","COLUMBUS","GA","NM","28529226","23615881"
"20151231","57203","BARCLAYS BANK DELAWARE","WILMINGTON","DE","NM","27992271","19345158"
"20151231","34968","BANCO POPULAR DE PUERTO RICO","SAN JUAN","PR","SM","27750000","22134000"
"20151231","5296","ASSOCIATED BANK, NATIONAL ASSOCIATION","GREEN BAY","WI","N","27567209","21615032"
"20151231","34775","EVERBANK","JACKSONVILLE","FL","SB","26594410","18357873"
"20151231","4977","FIRST TENNESSEE BANK, NATIONAL ASSOCIATION","MEMPHIS","TN","N","25994534","20123820"
"20151231","13675","FIRSTMERIT BANK, NATIONAL ASSOCIATION","AKRON","OH","N","25520808","20220246"
"20151231","18221","WEBSTER BANK, NATIONAL ASSOCIATION","WATERBURY","CT","N","24666209","18168387"
"20151231","24998","COMMERCE BANK","KANSAS CITY","MO","SM","24483687","19981552"
"20151231","58979","BANKUNITED, NATIONAL ASSOCIATION","MIAMI LAKES","FL","N","23777883","17054063"
"20151231","7946","BNY MELLON, NATIONAL ASSOCIATION","PITTSBURGH","PA","N","23381220","19741993"
"20151231","17266","UMPQUA BANK","ROSEBURG","OR","NM","23375286","17806012"
"20151231","12441","WHITNEY BANK","GULFPORT","MS","NM","22732432","18393912"
"20151231","25178","BANK OF AMERICA CALIFORNIA, NATIONAL ASSOCIATION","SAN FRANCISCO","CA","N","22489000","18591000"
"20151231","16835","PROSPERITY BANK","EL CAMPO","TX","NM","22025607","17729437"
"20151231","9396","VALLEY NATIONAL BANK","PASSAIC","NJ","N","21559176","16316881"
"20151231","24045","PACIFIC WESTERN BANK","LOS ANGELES","CA","NM","21181174","16095530"
"20151231","33778","GE CAPITAL BANK","SALT LAKE CITY","UT","NM","21174221","16788919"
"20151231","28892","INVESTORS BANK","SHORT HILLS","NJ","SI","20888257","14751256"
"20151231","28330","TCF NATIONAL BANK","SIOUX FALLS","SD","N","20703184","16874676"
"20151231","33947","TD BANK USA, NATIONAL ASSOCIATION","WILMINGTON","DE","N","19730958","17869416"
"20151231","28100","IBERIABANK","LAFAYETTE","LA","SM","19425339","16337524"
"20151231","17985","FIRST HAWAIIAN BANK","HONOLULU","HI","NM","19336922","14912689"
"20151231","34383","TEXAS CAPITAL BANK, NATIONAL ASSOCIATION","DALLAS","TX","N","18900720","15137707"
"20151231","8273","UMB BANK, NATIONAL ASSOCIATION","KANSAS CITY","MO","N","18823520","15245636"
"20151231","5452","FIRST NATIONAL BANK OF OMAHA","OMAHA","NE","N","18260025","15116455"
"20151231","7888","FIRST NATIONAL BANK OF PENNSYLVANIA","GREENVILLE","PA","N","17379124","12867412"
"20151231","33306","THE PRIVATEBANK AND TRUST COMPANY","CHICAGO","IL","NM","17233882","14407127"
"20151231","34617","STATE FARM BANK, F.S.B.","BLOOMINGTON","IL","SB","16709556","10452172"
"20151231","33893","RAYMOND JAMES BANK, NATIONAL ASSOCIATION","SAINT PETERSBURG","FL","N","15972565","13650668"
"20151231","8728","ARVEST BANK","FAYETTEVILLE","AR","SM","15843566","13692736"
"20151231","58656","SCOTTRADE BANK","SAINT LOUIS","MO","SB","15787020","14557785"
"20151231","3628","MB FINANCIAL BANK, NATIONAL ASSOCIATION","CHICAGO","IL","N","15536515","11610220"
"20151231","18714","FIRSTBANK","LAKEWOOD","CO","SM","15504998","14129219"
"20151231","18053","BANK OF HAWAII","HONOLULU","HI","SM","15474430","12470087"
"20151231","58177","SALLIE MAE BANK","SALT LAKE CITY","UT","NM","15055885","12033311"
"20151231","29805","ASTORIA BANK","LONG ISLAND CITY","NY","SB","14975071","9286580"
"20151231","23364","RABOBANK, NATIONAL ASSOCIATION","ROSEVILLE","CA","N","14770000","12223000"
"20151231","28088","WASHINGTON FEDERAL, NATIONAL ASSOCIATION","SEATTLE","WA","N","14694047","10656676"
"20151231","57512","WESTERN ALLIANCE BANK","PHOENIX","AZ","SM","14155275","12038849"
"20151231","11813","BANCORPSOUTH BANK","TUPELO","MS","NM","13790125","11294181"
"20151231","32541","FLAGSTAR BANK, FSB","TROY","MI","SB","13649486","8097901"
"20151231","18503","CATHAY BANK","LOS ANGELES","CA","NM","13219796","10227778"
"20151231","16068","APPLE BANK FOR SAVINGS","MANHASSET","NY","SI","12795056","11281277"
"20151231","4988","TRUSTMARK NATIONAL BANK","JACKSON","MS","N","12677017","9605550"
"20151231","30387","FIRSTBANK PUERTO RICO","SANTURCE","PR","NM","12556537","9195913"
"20151231","30012","THIRD FEDERAL SAVINGS AND LOAN ASSOCIATION OF CLEVELAND","CLEVELAND","OH","SB","12356237","8478733"
"20151231","30337","STERLING NATIONAL BANK","MONTEBELLO","NY","N","11911402","8616093"
"20151231","3832","OLD NATIONAL BANK","EVANSVILLE","IN","N","11846211","8458165"
"20151231","4063","MIDFIRST BANK","OKLAHOMA CITY","OK","SB","11567246","6483231"
"20151231","12923","BREMER BANK, NATIONAL ASSOCIATION","SAINT PAUL","MN","N","10643549","8552932"
"20151231","27499","COMENITY BANK","WILMINGTON","DE","NM","10607796","2907142"
"20151231","15289","GREAT WESTERN BANK","WATERTOWN","SD","NM","9952150","7666332"
"20151231","35141","BMW BANK OF NORTH AMERICA","SALT LAKE CITY","UT","NM","9913847","5968761"
"20151231","110","BANK OF THE OZARKS","LITTLE ROCK","AR","NM","9870373","7990065"
"20151231","7551","FULTON BANK, NATIONAL ASSOCIATION","LANCASTER","PA","N","9847293","7696800"
"20151231","33681","BANK OF BARODA","NEW YORK","NY","OI","9693087","6474944"
"20151231","19629","INTERNATIONAL BANK OF COMMERCE","LAREDO","TX","NM","9632973","6984523"
"20151231","3709","FIRST MIDWEST BANK","ITASCA","IL","SM","9622999","8220089"
"20151231","16889","UNITED COMMUNITY BANK","BLAIRSVILLE","GA","NM","9592631","7932973"
"20151231","32773","EASTERN BANK","BOSTON","MA","NM","9588085","8151435"
"20151231","7414","NATIONAL PENN BANK","ALLENTOWN","PA","N","9579010","6974036"
"20151231","28489","BANNER BANK","WALLA WALLA","WA","NM","9524019","7884019"
"20151231","19977","ISRAEL DISCOUNT BANK OF NEW YORK","NEW YORK","NY","NM","9321831","7310823"
"20151231","11241","CENTENNIAL BANK","CONWAY","AR","SM","9264881","6507183"
"20151231","1003","CHEMICAL BANK","MIDLAND","MI","SM","9166710","7482796"
"20151231","27981","CAPITOL FEDERAL SAVINGS BANK","TOPEKA","KS","SB","9149159","5082374"
"20151231","30788","GLACIER BANK","KALISPELL","MT","NM","9067390","6993810"
"20151231","28178","NORTHWEST BANK","WARREN","PA","SI","8993107","6771532"
"20151231","33826","COLUMBIA STATE BANK","TACOMA","WA","NM","8945493","7448937"
"20151231","12010","THE PROVIDENT BANK","JERSEY CITY","NJ","SI","8911415","5969610"
"20151231","4999","CADENCE BANK, N.A.","BIRMINGHAM","AL","N","8790472","7037191"
"20151231","17491","PLAINSCAPITAL BANK","DALLAS","TX","SM","8764654","6490950"
"20151231","1105","FIRST INTERSTATE BANK","BILLINGS","MT","SM","8699182","7087074"
"20151231","35583","PINNACLE BANK","NASHVILLE","TN","NM","8685659","6995500"
"20151231","13425","SOUTH STATE BANK","COLUMBIA","SC","NM","8560707","7121258"
"20151231","6989","COMMUNITY BANK, NATIONAL ASSOCIATION","CANTON","NY","N","8494486","6984134"
"20151231","5146","WELLS FARGO BANK SOUTH CENTRAL, NATIONAL ASSOCIATION","HOUSTON","TX","N","8489167","7208434"
"20151231","803","WESBANCO BANK, INC.","WHEELING","WV","NM","8452898","6067187"
"20151231","34444","CUSTOMERS BANK","PHOENIXVILLE","PA","SM","8376526","5966208"
"20151231","35498","BANC OF CALIFORNIA, NATIONAL ASSOCIATION","IRVINE","CA","N","8231396","6460317"
"20151231","13718","WELLS FARGO BANK NORTHWEST, NATIONAL ASSOCIATION","OGDEN","UT","N","8213482","6794754"
"20151231","33686","BANK HAPOALIM B.M.","NEW YORK","NY","OI","8206847","3076185"
"20151231","7230","NBT BANK, NATIONAL ASSOCIATION","NORWICH","NY","N","8198830","6658244"
"20151231","22953","MERCANTIL COMMERCEBANK, NATIONAL ASSOCIATION","CORAL GABLES","FL","N","8153223","6564250"
"20151231","6600","FIRST FINANCIAL BANK, NATIONAL ASSOCIATION","HAMILTON","OH","N","8128215","6285690"
"20151231","26610","BBCN BANK","LOS ANGELES","CA","NM","7910324","6345718"
"20151231","12437","RENASANT BANK","TUPELO","MS","NM","7901669","6227667"
"20151231","27389","WELLS FARGO FINANCIAL NATIONAL BANK","LAS VEGAS","NV","N","7886394","6848448"
"20151231","23621","BERKSHIRE BANK","PITTSFIELD","MA","NM","7811263","5628481"
"20151231","34967","BANCO POPULAR NORTH AMERICA","NEW YORK","NY","SM","7780002","5284358"
"20151231","58006","LEGACYTEXAS BANK","PLANO","TX","SM","7693349","5270997"
"20151231","34589","UNION BANK & TRUST","RICHMOND","VA","SM","7672005","5973947"
"20151231","21716","CITIZENS BUSINESS BANK","ONTARIO","CA","NM","7664519","5934220"
"20151231","3890","SIMMONS FIRST NATIONAL BANK","PINE BLUFF","AR","N","7515756","6206037"
"20151231","59049","CAPITAL BANK CORPORATION","CORAL GABLES","FL","NM","7451485","5958134"
"20151231","22858","UNITED BANK","FAIRFAX","VA","SM","7418514","5015969"
"20151231","24811","BOSTON PRIVATE BANK & TRUST COMPANY","BOSTON","MA","NM","7365590","6106871"
"20151231","32245","DOLLAR BANK, FEDERAL SAVINGS BANK","PITTSBURGH","PA","SB","7347353","5794494"
"20151231","57311","STIFEL BANK AND TRUST","SAINT LOUIS","MO","SM","7273809","6643645"
"20151231","6653","THE PARK NATIONAL BANK","NEWARK","OH","N","7236717","5447293"
"20151231","9712","ROCKLAND TRUST COMPANY","ROCKLAND","MA","NM","7207551","6026945"
"20151231","58991","FLORIDA COMMUNITY BANK, NATIONAL ASSOCIATION","WESTON","FL","N","7155458","5439749"
"20151231","33648","BANK OF INDIA","NEW YORK","NY","OI","7114563","4982391"
"20151231","31469","ORIENTAL BANK","SAN JUAN","PR","NM","7055071","4724040"
"20151231","32325","MUTUAL OF OMAHA BANK","OMAHA","NE","SB","7025122","6022645"
"20151231","12054","EMIGRANT BANK","NEW YORK","NY","SI","6770605","5542027"
"20151231","33682","STATE BANK OF INDIA","NEW YORK","NY","OI","6754213","4698085"
"20151231","4365","FIRST MERCHANTS BANK NATIONAL ASSOCIATION","MUNCIE","IN","N","6744662","5332497"
"20151231","27476","BANCFIRST","OKLAHOMA CITY","OK","NM","6678359","6029948"
"20151231","26876","SAFRA NATIONAL BANK OF NEW YORK","NEW YORK","NY","N","6670016","4841462"
"20151231","35546","BOFI FEDERAL BANK","SAN DIEGO","CA","SB","6656748","5226564"
"20151231","33806","OPUS BANK","IRVINE","CA","NM","6649977","5310840"
"20151231","3066","FIRST FINANCIAL BANK, NATIONAL ASSOCIATION","ABILENE","TX","N","6642171","5286272"
"20151231","58132","TALMER BANK AND TRUST","TROY","MI","NM","6586459","5027198"
"20151231","7468","FIRST COMMONWEALTH BANK","INDIANA","PA","NM","6545817","4206203"
"20151231","20234","CITY NATIONAL BANK OF FLORIDA","MIAMI","FL","N","6478235","4482654"
"20151231","34710","NATIONWIDE BANK","COLUMBUS","OH","SB","6397488","4782862"
"20151231","11124","S&T BANK","INDIANA","PA","NM","6297728","4889207"
"20151231","35095","TOWNE BANK","PORTSMOUTH","VA","NM","6296584","4926322"
"20151231","21843","MIZUHO BANK (USA)","NEW YORK","NY","SM","6254859","2803287"
"20151231","18203","UNITED BANK","VERNON ROCKVILLE","CT","SI","6224169","4480342"
"20151231","1225","FARMERS AND MERCHANTS BANK OF LONG BEACH","LONG BEACH","CA","SM","6153600","4689966"
"20151231","19842","BANK LEUMI USA","NEW YORK","NY","NM","6073386","4582815"
"20151231","34742","EAGLEBANK","BETHESDA","MD","SM","6063726","5228741"
"20151231","32526","AMERICAN SAVINGS BANK, FSB","HONOLULU","HI","SB","6014755","5068136"
"20151231","12229","FIRST BANK","CREVE COEUR","MO","SM","5998925","5038824"
"20151231","58564","FLUSHING BANK","UNIONDALE","NY","NM","5711066","3897431"
"20151231","33527","BANK OF NORTH CAROLINA","THOMASVILLE","NC","NM","5666188","4782096"
"20151231","20504","AMERIS BANK","MOULTRIE","GA","NM","5592561","4885137"
"20151231","17838","WILMINGTON SAVINGS FUND SOCIETY, FSB","WILMINGTON","DE","SB","5576439","4044244"
"20151231","57079","WORLD'S FOREMOST BANK","SIDNEY","NE","NM","5381132","888987"
"20151231","6784","UNITED BANK","PARKERSBURG","WV","SM","5346724","4368723"
"20151231","20828","BANCO SANTANDER PUERTO RICO","SAN JUAN","PR","NM","5344040","4314097"
"20151231","1281","WASHINGTON TRUST BANK","SPOKANE","WA","NM","5301172","4542748"
"20151231","21837","SABADELL UNITED BANK, NATIONAL ASSOCIATION","MIAMI","FL","N","5266011","4073300"
"20151231","16026","RIDGEWOOD SAVINGS BANK","RIDGEWOOD","NY","SI","5206994","3997990"
"20151231","9087","1ST SOURCE BANK","SOUTH BEND","IN","SM","5176308","4139691"
"20151231","18297","SOUTHSIDE BANK","TYLER","TX","NM","5155522","3457188"
"20151231","3430","WESTAMERICA BANK","SAN RAFAEL","CA","SM","5130818","4543231"
"20151231","17308","CENTRAL PACIFIC BANK","HONOLULU","HI","NM","5105999","4445827"
"20151231","57993","SERVISFIRST BANK","BIRMINGHAM","AL","NM","5095134","4272070"
"20151231","3076","INDEPENDENT BANK","MCKINNEY","TX","NM","5051504","4034809"
"20151231","16012","THE DIME SVGS. BANK OF WILLIAMSBURGH","BROOKLYN","NY","SI","5014163","3318144"
"20151231","57833","BEAL BANK USA","LAS VEGAS","NV","NM","4930909","2501554"
"20151231","5633","FIRST SECURITY BANK","SEARCY","AR","NM","4903891","3637923"
"20151231","58596","CARTER BANK & TRUST","MARTINSVILLE","VA","NM","4893968","4454561"
"20151231","32489","HOMESTREET BANK","SEATTLE","WA","SI","4873033","3245717"
"20151231","15697","BENEFICIAL BANK","PHILADELPHIA","PA","SI","4825700","3712363"
"20151231","28834","COLUMBIA BANK","FAIR LAWN","NJ","SB","4811980","3629535"
"20151231","35444","THE BANCORP BANK","WILMINGTON","DE","NM","4762861","4424196"
"20151231","31945","TRUSTCO BANK","GLENVILLE","NY","SB","4733655","4100392"
"20151231","23301","WILSHIRE BANK","LOS ANGELES","CA","NM","4706997","3867703"
"20151231","58302","FIRST NBC BANK","NEW ORLEANS","LA","NM","4699556","3847295"
"20151231","57408","OPTUM BANK, INC.","SALT LAKE CITY","UT","NM","4694941","3788296"
"20151231","59052","NBH BANK, NATIONAL ASSOCIATION","KANSAS CITY","MO","N","4668492","3856416"
"20151231","23220","WOODFOREST NATIONAL BANK","THE WOODLANDS","TX","N","4654173","4196161"
"20151231","4865","SANDY SPRING BANK","OLNEY","MD","SM","4650220","3271778"
"20151231","22946","SCOTIABANK DE PUERTO RICO","SAN JUAN","PR","NM","4617669","3445090"
"20151231","19861","YADKIN BANK","STATESVILLE","NC","NM","4470257","3315362"
"20151231","4799","INTRUST BANK, NATIONAL ASSOCIATION","WICHITA","KS","N","4416352","3540109"
"20151231","28765","KEARNY BANK","KEARNY","NJ","SB","4400984","2928342"
"20151231","32178","LUTHER BURBANK SAVINGS","SANTA ROSA","CA","SB","4360269","3145706"
"20151231","10634","PINNACLE BANK","LINCOLN","NE","NM","4302336","3626895"
"20151231","90183","MIDDLESEX SAVINGS BANK","NATICK","MA","SI","4286554","3711742"
"20151231","24170","HANMI BANK","LOS ANGELES","CA","SM","4228996","3525711"
"20151231","23627","REPUBLIC BANK & TRUST COMPANY","LOUISVILLE","KY","NM","4222641","2620675"
"20151231","21943","TRI COUNTIES BANK","CHICO","CA","NM","4219008","3633830"
"20151231","20296","JOHNSON BANK","RACINE","WI","SM","4173696","3442485"
"20151231","59010","COMMUNITY & SOUTHERN BANK","ATLANTA","GA","NM","4168957","3690814"
"20151231","57570","COMENITY CAPITAL BANK","SALT LAKE CITY","UT","NM","4150049","2765751"
"20151231","29546","GREAT SOUTHERN BANK","REEDS SPRING","MO","NM","4097252","3293316"
"20151231","32749","NEW YORK COMMERCIAL BANK","WESTBURY","NY","NM","4035422","2607202"
"20151231","57919","CONNECTONE BANK","ENGLEWOOD CLIFFS","NJ","NM","4014797","2805823"
"20151231","33555","CENTERSTATE BANK OF FLORIDA, NATIONAL ASSOCIATION","WINTER HAVEN","FL","N","4014632","3216638"
"20151231","34733","CARDINAL BANK","MCLEAN","VA","NM","3993727","3050719"
"20151231","17943","LIBERTY BANK","MIDDLETOWN","CT","SI","3987715","2984502"
"20151231","16450","BUSEY BANK","CHAMPAIGN","IL","NM","3958614","3303521"
"20151231","12614","ORIGIN BANK","CHOUDRANT","LA","SM","3951154","3395919"
"20151231","19943","CENTURY BANK AND TRUST COMPANY","SOMERVILLE","MA","NM","3938632","3080290"
"20151231","2720","COMMUNITY TRUST BANK, INC.","PIKEVILLE","KY","SM","3881833","2991741"
"20151231","19953","LAKELAND BANK","NEWFOUNDLAND","NJ","NM","3861642","3011664"
"20151231","21440","FIDELITY BANK","ATLANTA","GA","NM","3845946","3185601"
"20151231","23296","SALEM FIVE CENTS SAVINGS BANK","SALEM","MA","SI","3841725","2804620"
"20151231","14531","AMARILLO NATIONAL BANK","AMARILLO","TX","N","3822327","3213025"
"20151231","622","AMALGAMATED BANK","NEW YORK","NY","NM","3821567","2733503"
"20151231","6976","THE BRIDGEHAMPTON NATIONAL BANK","BRIDGEHAMPTON","NY","N","3781943","2869100"
"20151231","23623","THE WASHINGTON TRUST COMPANY, OF WESTERLY","WESTERLY","RI","NM","3770559","2937766"
"20151231","35007","GREEN BANK, NATIONAL ASSOCIATION","HOUSTON","TX","N","3768394","3105150"
"20151231","13102","LAKE CITY BANK","WARSAW","IN","SM","3756070","3184133"
"20151231","17735","CITY NATIONAL BANK OF WEST VIRGINIA","CHARLESTON","WV","N","3696846","3129773"
"20151231","4255","THE CAMDEN NATIONAL BANK","CAMDEN","ME","N","3681225","2749853"
"20151231","27614","FULTON BANK OF NEW JERSEY","MOUNT LAUREL","NJ","NM","3677542","3100504"
"20151231","19581","BELL STATE BANK & TRUST","FARGO","ND","NM","3656580","3258947"
"20151231","29012","HERITAGE BANK","OLYMPIA","WA","NM","3649907","3126672"
"20151231","33935","WINTRUST BANK","CHICAGO","IL","SM","3642604","3200114"
"20151231","58427","USAMERIBANK","CLEARWATER","FL","SM","3631468","2999429"
"20151231","17798","BROOKLINE BANK","BROOKLINE","MA","SM","3626566","2515354"
"20151231","27237","ENTERPRISE BANK & TRUST","CLAYTON","MO","NM","3596390","2800278"
"20151231","1768","MECHANICS BANK","RICHMOND","CA","NM","3577152","2893668"
"20151231","16130","FIRST NATIONAL BANK ALASKA","ANCHORAGE","AK","N","3569426","2425622"
"20151231","24315","COMMUNITY BANK","PASADENA","CA","NM","3550255","2589442"
"20151231","131","SEACOAST NATIONAL BANK","STUART","FL","N","3536230","2844752"
"20151231","34723","TIAA-CREF TRUST COMPANY, FSB","SAINT LOUIS","MO","SB","3520172","2548192"
"20151231","28866","ORITANI BANK","TOWNSHIP OF WASH","NJ","SI","3488632","2144613"
"20151231","57870","STATE BANK AND TRUST COMPANY","MACON","GA","NM","3455981","2912625"
"20151231","3657","FIRST AMERICAN BANK","ELK GROVE VILLAG","IL","NM","3445949","2425120"
"20151231","5766","MAINSOURCE BANK","GREENSBURG","IN","NM","3385483","2665390"
"20151231","33510","EAST BOSTON SAVINGS BANK","BOSTON","MA","SI","3383340","2746712"
"20151231","953","BANKERS TRUST COMPANY","DES MOINES","IA","NM","3376012","2575651"
"20151231","11035","PEAPACK-GLADSTONE BANK","BEDMINSTER","NJ","SM","3364246","2937474"
"20151231","15019","FIRST BANK","SOUTHERN PINES","NC","SM","3361176","2815689"
"20151231","659","FIVE STAR BANK","WARSAW","NY","SM","3356987","2744944"
"20151231","13421","UNION BANK AND TRUST COMPANY","LINCOLN","NE","NM","3351909","2602570"
"20151231","22683","COBIZ BANK","DENVER","CO","SM","3317977","2762492"
"20151231","18408","BANGOR SAVINGS BANK","BANGOR","ME","SI","3304123","2337102"
"20151231","24156","OCEAN BANK","MIAMI","FL","NM","3295412","2786998"
"20151231","26342","RBC BANK, (GEORGIA) NATIONAL ASSOCIATION","ATLANTA","GA","N","3272942","2953002"
"20151231","15797","BROADWAY NATIONAL BANK","SAN ANTONIO","TX","N","3253703","2791718"
"20151231","6544","THE PEOPLES BANKING AND TRUST COMPANY","MARIETTA","OH","SM","3249718","2543282"
"20151231","58457","TRISTATE CAPITAL BANK","PITTSBURGH","PA","NM","3236756","2700540"
"20151231","16191","STOCKMAN BANK OF MONTANA","MILES CITY","MT","NM","3203045","2284941"
"20151231","28710","NORTHFIELD BANK","STATEN ISLAND","NY","SB","3202348","2086919"
"20151231","58390","GRANDPOINT BANK","LOS ANGELES","CA","NM","3189437","2559528"
"20151231","17870","CAMBRIDGE SAVINGS BANK","CAMBRIDGE","MA","SI","3175031","2554967"
"20151231","4239","FIRST UNITED BANK AND TRUST COMPANY","DURANT","OK","NM","3153899","2570890"
"20151231","7072","THE FIRST NATIONAL BANK OF LONG ISLAND","GLEN HEAD","NY","N","3130053","2286983"
"20151231","12854","CENTIER BANK","WHITING","IN","NM","3128427","2480620"
"20151231","19222","FREMONT BANK","FREMONT","CA","NM","3110671","2817262"
"20151231","16980","BANK OF COLORADO","FORT COLLINS","CO","NM","3065108","2560080"
"20151231","18429","MORTON COMMUNITY BANK","MORTON","IL","NM","3053721","2493169"
"20151231","11866","THE BRYN MAWR TRUST COMPANY","BRYN MAWR","PA","SM","3012611","2293304"
"20151231","26312","FIRST AMERICAN TRUST, FSB","SANTA ANA","CA","SB","2982754","2730587"
"20151231","30776","METABANK","SIOUX FALLS","SD","SB","2959506","2596087"
"20151231","19300","AMERICAN NATIONAL BANK","OMAHA","NE","N","2957377","2409292"
"20151231","26255","METRO BANK","LEMOYNE","PA","NM","2905349","2365913"
"20151231","27210","INTERBANK","OKLAHOMA CITY","OK","SM","2903698","2494115"
